,PedidoProdutoId,ProdutoTamanhoContainer,ProdutoPercentAlcoolico,ProdutoVariedade,ProdutoSegmento1,cluster,ale,alto,amargor,amendoim,ano,aromar,açúcar,açúcar lúpulo,brahma,brasil,brasileiro,característico,castanho,cerveja,cervejar,cervejar levar,cevar,cevar açúcar,cevar glúten,cevar lúpulo,claro,clássico,colorado,coloração,combinar,cor,cremoso,criar,cítrico,dourar,encorpar,equilibrar,escuro,especial,espumar,estilar,extrato,feito,fermentar,fermentação,frutar,fruto,fruto mar,glúten,glúten ºc,harmoniza,harmonizar,hoje,ingrediente,lager,laranjo,levar,levar refrescante,leve,levedura,levemente,lúpulo,lúpulo cevar,lúpulo levedura,lúpulo ºc,maltar,maltar cevar,maltar lúpulo,maltar milho,maltar trigar,malte,mar,marcante,marcar,milho,milho lúpulo,mundo,nome,noto,pale,passar,peixe,petisco,pilsen,prato,presentar,produzir,puro,puro maltar,qualidade,queijo,receitar,refrescante,refrescância,resultar,sabor,salada,suave,tradicional,trazer,trigar,ºc,água,água maltar,único,cluster_caracteristica
0,10946,1.0,0.7333333333333335,0.23529411764705882,0.3333333333333333,4,0.2520814029126614,0.0,0.0,0.0,0.0,0.3306485896109962,0.2520814029126614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3457105879741483,0.0,0.2716998892767035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2946109961858975,0.0,0.0,0.2842934185112976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2338925757826313,0.0,0.0,0.0,0.0,0.2143456103776379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.095126563067196,0.0,0.0,0.0,0.1925137552805058,0.0,0.0,0.0,0.0,0.2590929971469644,0.2338925757826313,0.0,0.0,0.2100716815748246,0.0,0.0,0.0,0.0,0.0,0.0,0.2455896806137577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1433096122997718,0.0,0.0,0.0,0.0,0.0,0.0,0.095126563067196,0.0,0.0,3
1,20614,1.0,0.5555555555555556,0.8823529411764706,0.3333333333333333,4,0.2520814029126614,0.0,0.0,0.0,0.0,0.3306485896109962,0.2520814029126614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3457105879741483,0.0,0.2716998892767035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2946109961858975,0.0,0.0,0.2842934185112976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2338925757826313,0.0,0.0,0.0,0.0,0.2143456103776379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.095126563067196,0.0,0.0,0.0,0.1925137552805058,0.0,0.0,0.0,0.0,0.2590929971469644,0.2338925757826313,0.0,0.0,0.2100716815748246,0.0,0.0,0.0,0.0,0.0,0.0,0.2455896806137577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1433096122997718,0.0,0.0,0.0,0.0,0.0,0.0,0.095126563067196,0.0,0.0,3
2,64665,1.0,0.7333333333333335,0.11764705882352941,0.3333333333333333,4,0.2520814029126614,0.0,0.0,0.0,0.0,0.3306485896109962,0.2520814029126614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3457105879741483,0.0,0.2716998892767035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2946109961858975,0.0,0.0,0.2842934185112976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2338925757826313,0.0,0.0,0.0,0.0,0.2143456103776379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.095126563067196,0.0,0.0,0.0,0.1925137552805058,0.0,0.0,0.0,0.0,0.2590929971469644,0.2338925757826313,0.0,0.0,0.2100716815748246,0.0,0.0,0.0,0.0,0.0,0.0,0.2455896806137577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1433096122997718,0.0,0.0,0.0,0.0,0.0,0.0,0.095126563067196,0.0,0.0,3
3,17028,1.0,1.0,0.7647058823529411,0.3333333333333333,4,0.2520814029126614,0.0,0.0,0.0,0.0,0.3306485896109962,0.2520814029126614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3457105879741483,0.0,0.2716998892767035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2946109961858975,0.0,0.0,0.2842934185112976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2338925757826313,0.0,0.0,0.0,0.0,0.2143456103776379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.095126563067196,0.0,0.0,0.0,0.1925137552805058,0.0,0.0,0.0,0.0,0.2590929971469644,0.2338925757826313,0.0,0.0,0.2100716815748246,0.0,0.0,0.0,0.0,0.0,0.0,0.2455896806137577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1433096122997718,0.0,0.0,0.0,0.0,0.0,0.0,0.095126563067196,0.0,0.0,3
4,53566,1.0,0.8333333333333333,0.5882352941176471,0.3333333333333333,4,0.2520814029126614,0.0,0.0,0.0,0.0,0.3306485896109962,0.2520814029126614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3457105879741483,0.0,0.2716998892767035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2946109961858975,0.0,0.0,0.2842934185112976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2338925757826313,0.0,0.0,0.0,0.0,0.2143456103776379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.095126563067196,0.0,0.0,0.0,0.1925137552805058,0.0,0.0,0.0,0.0,0.2590929971469644,0.2338925757826313,0.0,0.0,0.2100716815748246,0.0,0.0,0.0,0.0,0.0,0.0,0.2455896806137577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1433096122997718,0.0,0.0,0.0,0.0,0.0,0.0,0.095126563067196,0.0,0.0,3
5,48537,1.0,0.8333333333333333,1.0,0.3333333333333333,4,0.2520814029126614,0.0,0.0,0.0,0.0,0.3306485896109962,0.2520814029126614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3457105879741483,0.0,0.2716998892767035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2946109961858975,0.0,0.0,0.2842934185112976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2338925757826313,0.0,0.0,0.0,0.0,0.2143456103776379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.095126563067196,0.0,0.0,0.0,0.1925137552805058,0.0,0.0,0.0,0.0,0.2590929971469644,0.2338925757826313,0.0,0.0,0.2100716815748246,0.0,0.0,0.0,0.0,0.0,0.0,0.2455896806137577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1433096122997718,0.0,0.0,0.0,0.0,0.0,0.0,0.095126563067196,0.0,0.0,3
6,47934,0.055,0.0,0.5882352941176471,0.3333333333333333,5,0.2520814029126614,0.0,0.0,0.0,0.0,0.3306485896109962,0.2520814029126614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3457105879741483,0.0,0.2716998892767035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2946109961858975,0.0,0.0,0.2842934185112976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2338925757826313,0.0,0.0,0.0,0.0,0.2143456103776379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.095126563067196,0.0,0.0,0.0,0.1925137552805058,0.0,0.0,0.0,0.0,0.2590929971469644,0.2338925757826313,0.0,0.0,0.2100716815748246,0.0,0.0,0.0,0.0,0.0,0.0,0.2455896806137577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1433096122997718,0.0,0.0,0.0,0.0,0.0,0.0,0.095126563067196,0.0,0.0,4
7,30822,0.055,0.5555555555555556,0.8823529411764706,0.3333333333333333,6,0.2520814029126614,0.0,0.0,0.0,0.0,0.3306485896109962,0.2520814029126614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3457105879741483,0.0,0.2716998892767035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2946109961858975,0.0,0.0,0.2842934185112976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2338925757826313,0.0,0.0,0.0,0.0,0.2143456103776379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.095126563067196,0.0,0.0,0.0,0.1925137552805058,0.0,0.0,0.0,0.0,0.2590929971469644,0.2338925757826313,0.0,0.0,0.2100716815748246,0.0,0.0,0.0,0.0,0.0,0.0,0.2455896806137577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1433096122997718,0.0,0.0,0.0,0.0,0.0,0.0,0.095126563067196,0.0,0.0,4
8,3337,0.055,0.7333333333333335,0.23529411764705882,0.3333333333333333,0,0.2520814029126614,0.0,0.0,0.0,0.0,0.3306485896109962,0.2520814029126614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3457105879741483,0.0,0.2716998892767035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2946109961858975,0.0,0.0,0.2842934185112976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2338925757826313,0.0,0.0,0.0,0.0,0.2143456103776379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.095126563067196,0.0,0.0,0.0,0.1925137552805058,0.0,0.0,0.0,0.0,0.2590929971469644,0.2338925757826313,0.0,0.0,0.2100716815748246,0.0,0.0,0.0,0.0,0.0,0.0,0.2455896806137577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1433096122997718,0.0,0.0,0.0,0.0,0.0,0.0,0.095126563067196,0.0,0.0,4
9,10611,1.0,0.7222222222222222,0.29411764705882354,0.3333333333333333,4,0.2520814029126614,0.0,0.0,0.0,0.0,0.3306485896109962,0.2520814029126614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3457105879741483,0.0,0.2716998892767035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2946109961858975,0.0,0.0,0.2842934185112976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2338925757826313,0.0,0.0,0.0,0.0,0.2143456103776379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.095126563067196,0.0,0.0,0.0,0.1925137552805058,0.0,0.0,0.0,0.0,0.2590929971469644,0.2338925757826313,0.0,0.0,0.2100716815748246,0.0,0.0,0.0,0.0,0.0,0.0,0.2455896806137577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1433096122997718,0.0,0.0,0.0,0.0,0.0,0.0,0.095126563067196,0.0,0.0,3
